INFO 08-01-2021-23:21:47 Extraindo dados de https://www.webmotors.com.br... 
INFO 08-01-2021-23:21:48 Número de veículos extraídos: 24.
INFO 08-01-2021-23:21:49 Número de veículos extraídos: 48.
INFO 08-01-2021-23:21:50 Número de veículos extraídos: 72.
INFO 08-01-2021-23:21:50 Número de veículos extraídos: 96.
INFO 08-01-2021-23:21:51 Número de veículos extraídos: 120.
INFO 08-01-2021-23:21:52 Número de veículos extraídos: 144.
INFO 08-01-2021-23:21:53 Número de veículos extraídos: 168.
INFO 08-01-2021-23:21:53 Número de veículos extraídos: 192.
INFO 08-01-2021-23:21:54 Número de veículos extraídos: 216.
INFO 08-01-2021-23:21:55 Número de veículos extraídos: 240.
INFO 08-01-2021-23:21:55 Número de veículos extraídos: 264.
INFO 08-01-2021-23:21:56 Número de veículos extraídos: 288.
INFO 08-01-2021-23:21:57 Número de veículos extraídos: 312.
INFO 08-01-2021-23:21:57 Número de veículos extraídos: 336.
INFO 08-01-2021-23:21:58 Número de veículos extraídos: 360.
INFO 08-01-2021-23:21:59 Número de veículos extraídos: 384.
INFO 08-01-2021-23:22:00 Número de veículos extraídos: 408.
INFO 08-01-2021-23:22:00 Número de veículos extraídos: 432.
INFO 08-01-2021-23:22:01 Número de veículos extraídos: 456.
INFO 08-01-2021-23:22:02 Número de veículos extraídos: 480.
INFO 08-01-2021-23:22:03 Número de veículos extraídos: 504.
INFO 08-01-2021-23:22:03 Número de veículos extraídos: 528.
INFO 08-01-2021-23:22:04 Número de veículos extraídos: 552.
INFO 08-01-2021-23:22:05 Número de veículos extraídos: 576.
INFO 08-01-2021-23:22:06 Número de veículos extraídos: 600.
INFO 08-01-2021-23:22:06 Número de veículos extraídos: 624.
INFO 08-01-2021-23:22:07 Número de veículos extraídos: 648.
INFO 08-01-2021-23:22:08 Número de veículos extraídos: 672.
INFO 08-01-2021-23:22:08 Número de veículos extraídos: 696.
INFO 08-01-2021-23:22:09 Número de veículos extraídos: 720.
INFO 08-01-2021-23:22:10 Número de veículos extraídos: 744.
INFO 08-01-2021-23:22:10 Número de veículos extraídos: 768.
INFO 08-01-2021-23:22:11 Número de veículos extraídos: 792.
INFO 08-01-2021-23:22:12 Número de veículos extraídos: 816.
INFO 08-01-2021-23:22:13 Número de veículos extraídos: 840.
INFO 08-01-2021-23:22:14 Número de veículos extraídos: 864.
INFO 08-01-2021-23:22:14 Número de veículos extraídos: 888.
INFO 08-01-2021-23:22:15 Número de veículos extraídos: 912.
INFO 08-01-2021-23:22:16 Número de veículos extraídos: 936.
INFO 08-01-2021-23:22:17 Número de veículos extraídos: 960.
INFO 08-01-2021-23:22:17 Número de veículos extraídos: 984.
INFO 08-01-2021-23:22:18 Número de veículos extraídos: 1008.
INFO 08-01-2021-23:22:19 Número de veículos extraídos: 1032.
INFO 08-01-2021-23:22:20 Número de veículos extraídos: 1056.
INFO 08-01-2021-23:22:20 Número de veículos extraídos: 1080.
INFO 08-01-2021-23:22:21 Número de veículos extraídos: 1104.
INFO 08-01-2021-23:22:22 Número de veículos extraídos: 1128.
INFO 08-01-2021-23:22:23 Número de veículos extraídos: 1152.
INFO 08-01-2021-23:22:24 Número de veículos extraídos: 1176.
INFO 08-01-2021-23:22:24 Número de veículos extraídos: 1200.
INFO 08-01-2021-23:22:25 Número de veículos extraídos: 1224.
INFO 08-01-2021-23:22:26 Número de veículos extraídos: 1248.
INFO 08-01-2021-23:22:26 Número de veículos extraídos: 1272.
INFO 08-01-2021-23:22:27 Número de veículos extraídos: 1296.
INFO 08-01-2021-23:22:28 Número de veículos extraídos: 1320.
INFO 08-01-2021-23:22:29 Número de veículos extraídos: 1344.
INFO 08-01-2021-23:22:29 Número de veículos extraídos: 1368.
INFO 08-01-2021-23:22:30 Número de veículos extraídos: 1392.
INFO 08-01-2021-23:22:31 Número de veículos extraídos: 1416.
INFO 08-01-2021-23:22:32 Número de veículos extraídos: 1440.
INFO 08-01-2021-23:22:32 Número de veículos extraídos: 1464.
INFO 08-01-2021-23:22:33 Número de veículos extraídos: 1488.
INFO 08-01-2021-23:22:34 Número de veículos extraídos: 1512.
INFO 08-01-2021-23:22:35 Número de veículos extraídos: 1536.
INFO 08-01-2021-23:22:35 Número de veículos extraídos: 1560.
INFO 08-01-2021-23:22:36 Número de veículos extraídos: 1584.
INFO 08-01-2021-23:22:37 Número de veículos extraídos: 1608.
INFO 08-01-2021-23:22:38 Número de veículos extraídos: 1632.
INFO 08-01-2021-23:22:38 Número de veículos extraídos: 1656.
INFO 08-01-2021-23:22:39 Número de veículos extraídos: 1680.
INFO 08-01-2021-23:22:40 Número de veículos extraídos: 1704.
INFO 08-01-2021-23:22:41 Número de veículos extraídos: 1728.
INFO 08-01-2021-23:22:41 Número de veículos extraídos: 1752.
INFO 08-01-2021-23:22:42 Número de veículos extraídos: 1776.
INFO 08-01-2021-23:22:43 Número de veículos extraídos: 1800.
INFO 08-01-2021-23:22:43 Número de veículos extraídos: 1824.
INFO 08-01-2021-23:22:44 Número de veículos extraídos: 1848.
INFO 08-01-2021-23:22:45 Número de veículos extraídos: 1872.
INFO 08-01-2021-23:22:45 Número de veículos extraídos: 1896.
INFO 08-01-2021-23:22:46 Número de veículos extraídos: 1920.
INFO 08-01-2021-23:22:47 Número de veículos extraídos: 1944.
INFO 08-01-2021-23:22:48 Número de veículos extraídos: 1968.
INFO 08-01-2021-23:22:48 Número de veículos extraídos: 1992.
INFO 08-01-2021-23:22:49 Número de veículos extraídos: 2016.
INFO 08-01-2021-23:22:50 Número de veículos extraídos: 2040.
INFO 08-01-2021-23:22:51 Número de veículos extraídos: 2064.
INFO 08-01-2021-23:22:52 Número de veículos extraídos: 2088.
INFO 08-01-2021-23:22:52 Número de veículos extraídos: 2112.
INFO 08-01-2021-23:22:53 Número de veículos extraídos: 2136.
INFO 08-01-2021-23:22:54 Número de veículos extraídos: 2160.
INFO 08-01-2021-23:22:54 Número de veículos extraídos: 2184.
INFO 08-01-2021-23:22:55 Número de veículos extraídos: 2208.
INFO 08-01-2021-23:22:56 Número de veículos extraídos: 2232.
INFO 08-01-2021-23:22:57 Número de veículos extraídos: 2256.
INFO 08-01-2021-23:22:57 Número de veículos extraídos: 2280.
INFO 08-01-2021-23:22:58 Número de veículos extraídos: 2304.
INFO 08-01-2021-23:22:59 Número de veículos extraídos: 2328.
INFO 08-01-2021-23:23:00 Número de veículos extraídos: 2352.
INFO 08-01-2021-23:23:01 Número de veículos extraídos: 2376.
INFO 08-01-2021-23:23:01 Número de veículos extraídos: 2400.
INFO 08-01-2021-23:23:02 Número de veículos extraídos: 2424.
INFO 08-01-2021-23:23:03 Número de veículos extraídos: 2448.
INFO 08-01-2021-23:23:04 Número de veículos extraídos: 2472.
INFO 08-01-2021-23:23:04 Número de veículos extraídos: 2496.
INFO 08-01-2021-23:23:05 Número de veículos extraídos: 2520.
INFO 08-01-2021-23:23:06 Número de veículos extraídos: 2544.
INFO 08-01-2021-23:23:07 Número de veículos extraídos: 2568.
INFO 08-01-2021-23:23:08 Número de veículos extraídos: 2592.
INFO 08-01-2021-23:23:08 Número de veículos extraídos: 2616.
INFO 08-01-2021-23:23:09 Número de veículos extraídos: 2640.
INFO 08-01-2021-23:23:10 Número de veículos extraídos: 2664.
INFO 08-01-2021-23:23:10 Número de veículos extraídos: 2688.
INFO 08-01-2021-23:23:11 Número de veículos extraídos: 2712.
INFO 08-01-2021-23:23:12 Número de veículos extraídos: 2736.
INFO 08-01-2021-23:23:13 Número de veículos extraídos: 2760.
INFO 08-01-2021-23:23:13 Número de veículos extraídos: 2784.
INFO 08-01-2021-23:23:14 Número de veículos extraídos: 2808.
INFO 08-01-2021-23:23:15 Número de veículos extraídos: 2832.
INFO 08-01-2021-23:23:15 Número de veículos extraídos: 2856.
INFO 08-01-2021-23:23:16 Número de veículos extraídos: 2880.
INFO 08-01-2021-23:23:17 Número de veículos extraídos: 2904.
INFO 08-01-2021-23:23:17 Número de veículos extraídos: 2928.
INFO 08-01-2021-23:23:18 Número de veículos extraídos: 2952.
INFO 08-01-2021-23:23:19 Número de veículos extraídos: 2976.
INFO 08-01-2021-23:23:20 Número de veículos extraídos: 3000.
INFO 08-01-2021-23:23:20 Número de veículos extraídos: 3024.
INFO 08-01-2021-23:23:21 Número de veículos extraídos: 3048.
INFO 08-01-2021-23:23:22 Número de veículos extraídos: 3072.
INFO 08-01-2021-23:23:22 Número de veículos extraídos: 3096.
INFO 08-01-2021-23:23:23 Número de veículos extraídos: 3120.
INFO 08-01-2021-23:23:24 Número de veículos extraídos: 3144.
INFO 08-01-2021-23:23:25 Número de veículos extraídos: 3168.
INFO 08-01-2021-23:23:26 Número de veículos extraídos: 3192.
INFO 08-01-2021-23:23:27 Número de veículos extraídos: 3216.
INFO 08-01-2021-23:23:28 Número de veículos extraídos: 3240.
INFO 08-01-2021-23:23:29 Número de veículos extraídos: 3264.
INFO 08-01-2021-23:23:30 Número de veículos extraídos: 3288.
INFO 08-01-2021-23:23:31 Número de veículos extraídos: 3312.
INFO 08-01-2021-23:23:32 Número de veículos extraídos: 3336.
INFO 08-01-2021-23:23:33 Número de veículos extraídos: 3360.
INFO 08-01-2021-23:23:34 Número de veículos extraídos: 3384.
INFO 08-01-2021-23:23:35 Número de veículos extraídos: 3408.
INFO 08-01-2021-23:23:36 Número de veículos extraídos: 3432.
INFO 08-01-2021-23:23:37 Número de veículos extraídos: 3456.
INFO 08-01-2021-23:23:38 Número de veículos extraídos: 3480.
INFO 08-01-2021-23:23:39 Número de veículos extraídos: 3504.
INFO 08-01-2021-23:23:40 Número de veículos extraídos: 3528.
INFO 08-01-2021-23:23:41 Número de veículos extraídos: 3552.
INFO 08-01-2021-23:23:42 Número de veículos extraídos: 3576.
INFO 08-01-2021-23:23:43 Número de veículos extraídos: 3600.
INFO 08-01-2021-23:23:43 Número de veículos extraídos: 3624.
INFO 08-01-2021-23:23:45 Número de veículos extraídos: 3648.
INFO 08-01-2021-23:23:45 Número de veículos extraídos: 3672.
INFO 08-01-2021-23:23:46 Número de veículos extraídos: 3696.
INFO 08-01-2021-23:23:47 Número de veículos extraídos: 3720.
INFO 08-01-2021-23:23:48 Número de veículos extraídos: 3744.
INFO 08-01-2021-23:23:49 Número de veículos extraídos: 3768.
INFO 08-01-2021-23:23:50 Número de veículos extraídos: 3792.
INFO 08-01-2021-23:23:51 Número de veículos extraídos: 3816.
INFO 08-01-2021-23:23:52 Número de veículos extraídos: 3840.
INFO 08-01-2021-23:23:52 Número de veículos extraídos: 3864.
INFO 08-01-2021-23:23:53 Número de veículos extraídos: 3888.
INFO 08-01-2021-23:23:54 Número de veículos extraídos: 3912.
INFO 08-01-2021-23:23:55 Número de veículos extraídos: 3936.
INFO 08-01-2021-23:23:56 Número de veículos extraídos: 3960.
INFO 08-01-2021-23:23:57 Número de veículos extraídos: 3984.
INFO 08-01-2021-23:23:58 Número de veículos extraídos: 4008.
INFO 08-01-2021-23:23:59 Número de veículos extraídos: 4032.
INFO 08-01-2021-23:24:00 Número de veículos extraídos: 4056.
INFO 08-01-2021-23:24:00 Número de veículos extraídos: 4080.
INFO 08-01-2021-23:24:01 Número de veículos extraídos: 4104.
INFO 08-01-2021-23:24:02 Número de veículos extraídos: 4128.
INFO 08-01-2021-23:24:03 Número de veículos extraídos: 4152.
INFO 08-01-2021-23:24:04 Número de veículos extraídos: 4176.
INFO 08-01-2021-23:24:05 Número de veículos extraídos: 4200.
INFO 08-01-2021-23:24:06 Número de veículos extraídos: 4224.
INFO 08-01-2021-23:24:06 Número de veículos extraídos: 4248.
INFO 08-01-2021-23:24:07 Número de veículos extraídos: 4272.
INFO 08-01-2021-23:24:08 Número de veículos extraídos: 4296.
INFO 08-01-2021-23:24:09 Número de veículos extraídos: 4320.
INFO 08-01-2021-23:24:10 Número de veículos extraídos: 4344.
INFO 08-01-2021-23:24:11 Número de veículos extraídos: 4368.
INFO 08-01-2021-23:24:11 Número de veículos extraídos: 4392.
INFO 08-01-2021-23:24:12 Número de veículos extraídos: 4416.
INFO 08-01-2021-23:24:13 Número de veículos extraídos: 4440.
INFO 08-01-2021-23:24:14 Número de veículos extraídos: 4464.
INFO 08-01-2021-23:24:15 Número de veículos extraídos: 4488.
INFO 08-01-2021-23:24:16 Número de veículos extraídos: 4512.
INFO 08-01-2021-23:24:16 Número de veículos extraídos: 4536.
INFO 08-01-2021-23:24:17 Número de veículos extraídos: 4560.
INFO 08-01-2021-23:24:18 Número de veículos extraídos: 4584.
INFO 08-01-2021-23:24:19 Número de veículos extraídos: 4608.
INFO 08-01-2021-23:24:20 Número de veículos extraídos: 4632.
INFO 08-01-2021-23:24:21 Número de veículos extraídos: 4656.
INFO 08-01-2021-23:24:21 Número de veículos extraídos: 4680.
INFO 08-01-2021-23:24:22 Número de veículos extraídos: 4704.
INFO 08-01-2021-23:24:23 Número de veículos extraídos: 4728.
INFO 08-01-2021-23:24:24 Número de veículos extraídos: 4752.
INFO 08-01-2021-23:24:25 Número de veículos extraídos: 4776.
INFO 08-01-2021-23:24:26 Número de veículos extraídos: 4800.
INFO 08-01-2021-23:24:26 Número de veículos extraídos: 4824.
INFO 08-01-2021-23:24:27 Número de veículos extraídos: 4848.
INFO 08-01-2021-23:24:28 Número de veículos extraídos: 4872.
INFO 08-01-2021-23:24:29 Número de veículos extraídos: 4896.
INFO 08-01-2021-23:24:30 Número de veículos extraídos: 4920.
INFO 08-01-2021-23:24:30 Número de veículos extraídos: 4944.
INFO 08-01-2021-23:24:31 Número de veículos extraídos: 4968.
INFO 08-01-2021-23:24:32 Número de veículos extraídos: 4992.
INFO 08-01-2021-23:24:33 Número de veículos extraídos: 5016.
INFO 08-01-2021-23:24:34 Número de veículos extraídos: 5040.
INFO 08-01-2021-23:24:35 Número de veículos extraídos: 5064.
INFO 08-01-2021-23:24:36 Número de veículos extraídos: 5088.
INFO 08-01-2021-23:24:37 Número de veículos extraídos: 5112.
INFO 08-01-2021-23:24:37 Número de veículos extraídos: 5136.
INFO 08-01-2021-23:24:38 Número de veículos extraídos: 5160.
INFO 08-01-2021-23:24:39 Número de veículos extraídos: 5184.
INFO 08-01-2021-23:24:40 Número de veículos extraídos: 5208.
INFO 08-01-2021-23:24:41 Número de veículos extraídos: 5232.
INFO 08-01-2021-23:24:42 Número de veículos extraídos: 5256.
INFO 08-01-2021-23:24:43 Número de veículos extraídos: 5280.
INFO 08-01-2021-23:24:43 Número de veículos extraídos: 5304.
INFO 08-01-2021-23:24:44 Número de veículos extraídos: 5328.
INFO 08-01-2021-23:24:45 Número de veículos extraídos: 5352.
INFO 08-01-2021-23:24:46 Número de veículos extraídos: 5376.
INFO 08-01-2021-23:24:47 Número de veículos extraídos: 5400.
INFO 08-01-2021-23:24:48 Número de veículos extraídos: 5424.
INFO 08-01-2021-23:24:49 Número de veículos extraídos: 5448.
INFO 08-01-2021-23:24:49 Número de veículos extraídos: 5472.
INFO 08-01-2021-23:24:50 Número de veículos extraídos: 5496.
INFO 08-01-2021-23:24:51 Número de veículos extraídos: 5520.
INFO 08-01-2021-23:24:52 Número de veículos extraídos: 5544.
INFO 08-01-2021-23:24:53 Número de veículos extraídos: 5568.
INFO 08-01-2021-23:24:54 Número de veículos extraídos: 5592.
INFO 08-01-2021-23:24:55 Número de veículos extraídos: 5616.
INFO 08-01-2021-23:24:56 Número de veículos extraídos: 5640.
INFO 08-01-2021-23:24:57 Número de veículos extraídos: 5664.
INFO 08-01-2021-23:24:57 Número de veículos extraídos: 5688.
INFO 08-01-2021-23:24:58 Número de veículos extraídos: 5712.
INFO 08-01-2021-23:24:59 Número de veículos extraídos: 5736.
INFO 08-01-2021-23:25:00 Número de veículos extraídos: 5760.
INFO 08-01-2021-23:25:01 Número de veículos extraídos: 5784.
INFO 08-01-2021-23:25:02 Número de veículos extraídos: 5808.
INFO 08-01-2021-23:25:03 Número de veículos extraídos: 5832.
INFO 08-01-2021-23:25:04 Número de veículos extraídos: 5856.
INFO 08-01-2021-23:25:05 Número de veículos extraídos: 5880.
INFO 08-01-2021-23:25:05 Número de veículos extraídos: 5904.
INFO 08-01-2021-23:25:06 Número de veículos extraídos: 5928.
INFO 08-01-2021-23:25:07 Número de veículos extraídos: 5952.
INFO 08-01-2021-23:25:08 Número de veículos extraídos: 5976.
INFO 08-01-2021-23:25:09 Número de veículos extraídos: 6000.
INFO 08-01-2021-23:25:10 Número de veículos extraídos: 6024.
INFO 08-01-2021-23:25:11 Número de veículos extraídos: 6048.
INFO 08-01-2021-23:25:12 Número de veículos extraídos: 6072.
INFO 08-01-2021-23:25:13 Número de veículos extraídos: 6096.
INFO 08-01-2021-23:25:13 Número de veículos extraídos: 6120.
INFO 08-01-2021-23:25:14 Número de veículos extraídos: 6144.
INFO 08-01-2021-23:25:15 Número de veículos extraídos: 6168.
INFO 08-01-2021-23:25:16 Número de veículos extraídos: 6192.
INFO 08-01-2021-23:25:17 Número de veículos extraídos: 6216.
INFO 08-01-2021-23:25:18 Número de veículos extraídos: 6240.
INFO 08-01-2021-23:25:19 Número de veículos extraídos: 6264.
INFO 08-01-2021-23:25:19 Número de veículos extraídos: 6288.
INFO 08-01-2021-23:25:20 Número de veículos extraídos: 6312.
INFO 08-01-2021-23:25:21 Número de veículos extraídos: 6336.
INFO 08-01-2021-23:25:22 Número de veículos extraídos: 6360.
INFO 08-01-2021-23:25:23 Número de veículos extraídos: 6384.
INFO 08-01-2021-23:25:24 Número de veículos extraídos: 6408.
INFO 08-01-2021-23:25:25 Número de veículos extraídos: 6432.
INFO 08-01-2021-23:25:25 Número de veículos extraídos: 6456.
INFO 08-01-2021-23:25:26 Número de veículos extraídos: 6480.
INFO 08-01-2021-23:25:27 Número de veículos extraídos: 6504.
INFO 08-01-2021-23:25:28 Número de veículos extraídos: 6528.
INFO 08-01-2021-23:25:29 Número de veículos extraídos: 6552.
INFO 08-01-2021-23:25:30 Número de veículos extraídos: 6576.
INFO 08-01-2021-23:25:31 Número de veículos extraídos: 6600.
INFO 08-01-2021-23:25:32 Número de veículos extraídos: 6624.
INFO 08-01-2021-23:25:33 Número de veículos extraídos: 6648.
INFO 08-01-2021-23:25:33 Número de veículos extraídos: 6672.
INFO 08-01-2021-23:25:34 Número de veículos extraídos: 6696.
INFO 08-01-2021-23:25:35 Número de veículos extraídos: 6720.
INFO 08-01-2021-23:25:36 Número de veículos extraídos: 6744.
INFO 08-01-2021-23:25:37 Número de veículos extraídos: 6768.
INFO 08-01-2021-23:25:38 Número de veículos extraídos: 6792.
INFO 08-01-2021-23:25:39 Número de veículos extraídos: 6816.
INFO 08-01-2021-23:25:40 Número de veículos extraídos: 6840.
INFO 08-01-2021-23:25:40 Número de veículos extraídos: 6864.
INFO 08-01-2021-23:25:41 Número de veículos extraídos: 6888.
INFO 08-01-2021-23:25:42 Número de veículos extraídos: 6912.
INFO 08-01-2021-23:25:43 Número de veículos extraídos: 6936.
INFO 08-01-2021-23:25:44 Número de veículos extraídos: 6960.
INFO 08-01-2021-23:25:45 Número de veículos extraídos: 6984.
INFO 08-01-2021-23:25:46 Número de veículos extraídos: 7008.
INFO 08-01-2021-23:25:47 Número de veículos extraídos: 7032.
INFO 08-01-2021-23:25:47 Número de veículos extraídos: 7056.
INFO 08-01-2021-23:25:48 Número de veículos extraídos: 7080.
INFO 08-01-2021-23:25:49 Número de veículos extraídos: 7104.
INFO 08-01-2021-23:25:50 Número de veículos extraídos: 7128.
INFO 08-01-2021-23:25:51 Número de veículos extraídos: 7152.
INFO 08-01-2021-23:25:52 Número de veículos extraídos: 7176.
INFO 08-01-2021-23:25:53 Número de veículos extraídos: 7200.
INFO 08-01-2021-23:25:54 Número de veículos extraídos: 7224.
INFO 08-01-2021-23:25:54 Número de veículos extraídos: 7248.
INFO 08-01-2021-23:25:55 Número de veículos extraídos: 7272.
INFO 08-01-2021-23:25:56 Número de veículos extraídos: 7296.
INFO 08-01-2021-23:25:57 Número de veículos extraídos: 7320.
INFO 08-01-2021-23:25:58 Número de veículos extraídos: 7344.
INFO 08-01-2021-23:25:59 Número de veículos extraídos: 7368.
INFO 08-01-2021-23:26:00 Número de veículos extraídos: 7392.
INFO 08-01-2021-23:26:00 Número de veículos extraídos: 7416.
INFO 08-01-2021-23:26:01 Número de veículos extraídos: 7440.
INFO 08-01-2021-23:26:02 Número de veículos extraídos: 7464.
INFO 08-01-2021-23:26:03 Número de veículos extraídos: 7488.
INFO 08-01-2021-23:26:04 Número de veículos extraídos: 7512.
INFO 08-01-2021-23:26:05 Número de veículos extraídos: 7536.
INFO 08-01-2021-23:26:05 Número de veículos extraídos: 7560.
INFO 08-01-2021-23:26:06 Número de veículos extraídos: 7584.
INFO 08-01-2021-23:26:07 Número de veículos extraídos: 7608.
INFO 08-01-2021-23:26:08 Número de veículos extraídos: 7632.
INFO 08-01-2021-23:26:09 Número de veículos extraídos: 7656.
INFO 08-01-2021-23:26:10 Número de veículos extraídos: 7680.
INFO 08-01-2021-23:26:10 Número de veículos extraídos: 7704.
INFO 08-01-2021-23:26:11 Número de veículos extraídos: 7728.
INFO 08-01-2021-23:26:12 Número de veículos extraídos: 7752.
INFO 08-01-2021-23:26:13 Número de veículos extraídos: 7776.
INFO 08-01-2021-23:26:14 Número de veículos extraídos: 7800.
INFO 08-01-2021-23:26:15 Número de veículos extraídos: 7824.
INFO 08-01-2021-23:26:15 Número de veículos extraídos: 7848.
INFO 08-01-2021-23:26:16 Número de veículos extraídos: 7872.
INFO 08-01-2021-23:26:17 Número de veículos extraídos: 7896.
INFO 08-01-2021-23:26:18 Número de veículos extraídos: 7920.
INFO 08-01-2021-23:26:19 Número de veículos extraídos: 7944.
INFO 08-01-2021-23:26:20 Número de veículos extraídos: 7968.
INFO 08-01-2021-23:26:21 Número de veículos extraídos: 7992.
INFO 08-01-2021-23:26:21 Número de veículos extraídos: 8016.
INFO 08-01-2021-23:26:22 Número de veículos extraídos: 8040.
INFO 08-01-2021-23:26:23 Número de veículos extraídos: 8064.
INFO 08-01-2021-23:26:24 Número de veículos extraídos: 8088.
INFO 08-01-2021-23:26:25 Número de veículos extraídos: 8112.
INFO 08-01-2021-23:26:26 Número de veículos extraídos: 8136.
INFO 08-01-2021-23:26:27 Número de veículos extraídos: 8160.
INFO 08-01-2021-23:26:28 Número de veículos extraídos: 8184.
INFO 08-01-2021-23:26:28 Número de veículos extraídos: 8208.
INFO 08-01-2021-23:26:29 Número de veículos extraídos: 8232.
INFO 08-01-2021-23:26:30 Número de veículos extraídos: 8256.
INFO 08-01-2021-23:26:31 Número de veículos extraídos: 8280.
INFO 08-01-2021-23:26:32 Número de veículos extraídos: 8304.
INFO 08-01-2021-23:26:33 Número de veículos extraídos: 8328.
INFO 08-01-2021-23:26:34 Número de veículos extraídos: 8352.
INFO 08-01-2021-23:26:34 Número de veículos extraídos: 8376.
INFO 08-01-2021-23:26:35 Número de veículos extraídos: 8400.
INFO 08-01-2021-23:26:36 Número de veículos extraídos: 8424.
INFO 08-01-2021-23:26:37 Número de veículos extraídos: 8448.
INFO 08-01-2021-23:26:38 Número de veículos extraídos: 8472.
INFO 08-01-2021-23:26:39 Número de veículos extraídos: 8496.
INFO 08-01-2021-23:26:40 Número de veículos extraídos: 8520.
INFO 08-01-2021-23:26:41 Número de veículos extraídos: 8544.
INFO 08-01-2021-23:26:41 Número de veículos extraídos: 8568.
INFO 08-01-2021-23:26:42 Número de veículos extraídos: 8592.
INFO 08-01-2021-23:26:43 Número de veículos extraídos: 8616.
INFO 08-01-2021-23:26:44 Número de veículos extraídos: 8640.
INFO 08-01-2021-23:26:45 Número de veículos extraídos: 8664.
INFO 08-01-2021-23:26:46 Número de veículos extraídos: 8688.
INFO 08-01-2021-23:26:47 Número de veículos extraídos: 8712.
INFO 08-01-2021-23:26:48 Número de veículos extraídos: 8736.
INFO 08-01-2021-23:26:49 Número de veículos extraídos: 8760.
INFO 08-01-2021-23:26:50 Número de veículos extraídos: 8784.
INFO 08-01-2021-23:26:50 Número de veículos extraídos: 8808.
INFO 08-01-2021-23:26:51 Número de veículos extraídos: 8832.
INFO 08-01-2021-23:26:52 Número de veículos extraídos: 8856.
INFO 08-01-2021-23:26:53 Número de veículos extraídos: 8880.
INFO 08-01-2021-23:26:54 Número de veículos extraídos: 8904.
INFO 08-01-2021-23:26:55 Número de veículos extraídos: 8928.
INFO 08-01-2021-23:26:56 Número de veículos extraídos: 8952.
INFO 08-01-2021-23:26:57 Número de veículos extraídos: 8976.
INFO 08-01-2021-23:26:57 Número de veículos extraídos: 9000.
INFO 08-01-2021-23:26:58 Número de veículos extraídos: 9024.
INFO 08-01-2021-23:26:59 Número de veículos extraídos: 9048.
INFO 08-01-2021-23:27:00 Número de veículos extraídos: 9072.
INFO 08-01-2021-23:27:01 Número de veículos extraídos: 9096.
INFO 08-01-2021-23:27:01 Número de veículos extraídos: 9120.
INFO 08-01-2021-23:27:02 Número de veículos extraídos: 9144.
INFO 08-01-2021-23:27:03 Número de veículos extraídos: 9168.
INFO 08-01-2021-23:27:04 Número de veículos extraídos: 9192.
INFO 08-01-2021-23:27:05 Número de veículos extraídos: 9216.
INFO 08-01-2021-23:27:06 Número de veículos extraídos: 9240.
INFO 08-01-2021-23:27:06 Número de veículos extraídos: 9264.
INFO 08-01-2021-23:27:07 Número de veículos extraídos: 9288.
INFO 08-01-2021-23:27:08 Número de veículos extraídos: 9312.
INFO 08-01-2021-23:27:09 Número de veículos extraídos: 9336.
INFO 08-01-2021-23:27:10 Número de veículos extraídos: 9360.
INFO 08-01-2021-23:27:11 Número de veículos extraídos: 9384.
INFO 08-01-2021-23:27:12 Número de veículos extraídos: 9408.
INFO 08-01-2021-23:27:13 Número de veículos extraídos: 9432.
INFO 08-01-2021-23:27:13 Número de veículos extraídos: 9456.
INFO 08-01-2021-23:27:14 Número de veículos extraídos: 9480.
INFO 08-01-2021-23:27:15 Número de veículos extraídos: 9504.
INFO 08-01-2021-23:27:16 Número de veículos extraídos: 9528.
INFO 08-01-2021-23:27:17 Número de veículos extraídos: 9552.
INFO 08-01-2021-23:27:18 Número de veículos extraídos: 9576.
INFO 08-01-2021-23:27:19 Número de veículos extraídos: 9600.
INFO 08-01-2021-23:27:19 Número de veículos extraídos: 9624.
INFO 08-01-2021-23:27:20 Número de veículos extraídos: 9648.
INFO 08-01-2021-23:27:21 Número de veículos extraídos: 9672.
INFO 08-01-2021-23:27:22 Número de veículos extraídos: 9696.
INFO 08-01-2021-23:27:23 Número de veículos extraídos: 9720.
INFO 08-01-2021-23:27:24 Número de veículos extraídos: 9744.
INFO 08-01-2021-23:27:24 Número de veículos extraídos: 9768.
INFO 08-01-2021-23:27:25 Número de veículos extraídos: 9792.
INFO 08-01-2021-23:27:26 Número de veículos extraídos: 9816.
INFO 08-01-2021-23:27:27 Número de veículos extraídos: 9840.
INFO 08-01-2021-23:27:28 Número de veículos extraídos: 9864.
INFO 08-01-2021-23:27:29 Número de veículos extraídos: 9888.
INFO 08-01-2021-23:27:29 Número de veículos extraídos: 9912.
INFO 08-01-2021-23:27:30 Número de veículos extraídos: 9936.
INFO 08-01-2021-23:27:31 Número de veículos extraídos: 9960.
INFO 08-01-2021-23:27:32 Número de veículos extraídos: 9984.
INFO 08-01-2021-23:27:33 Número de veículos extraídos: 10008.
INFO 08-01-2021-23:27:34 Número de veículos extraídos: 10032.
INFO 08-01-2021-23:27:35 Número de veículos extraídos: 10056.
